# Bank<TAB>Address<TAB>Source<TAB>Reason
15	8C52	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8C67	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8C82	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8C9A	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8C9F	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8D01	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8D0B	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8DE6	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8DEC	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8E0C	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8E1D	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8E9B	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8EE0	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8F36	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8F4A	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9080	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	90A8	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	912C	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	917E	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	92F7	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9305	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9352	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	936D	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9378	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	937E	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	938B	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9396	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	93A7	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	93AB	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9418	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9423	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	9451	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	9457	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	9467	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9480	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	948D	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	949B	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	94A0	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	94AB	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	94B1	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	94BE	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	94CB	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	94D5	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	94DB	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	94E1	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	94EE	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	94FD	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9503	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9509	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	9518	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9533	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	9546	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	95C9	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	9604	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	963F	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script and overlapping the script pointer table boundary
